sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_laboratory,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,stage,donor,assembly,supplementary_files_format_and_content,biosample,sra
crc25135_atac-seq_,,,,,,,CRC25135 [ATAC-Seq],GSM6326112,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon cancer,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326112,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326112/suppl/GSM6326112_CRC25135_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120037,colon cancer,AdeCa,25135,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635254,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120037
crc25988_atac-seq_,,,,,,,CRC25988 [ATAC-Seq],GSM6326114,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon cancer,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326114,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326114/suppl/GSM6326114_CRC25988_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120038,colon cancer,AdeCa,25988,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635255,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120038
crc26616_atac-seq_,,,,,,,CRC26616 [ATAC-Seq],GSM6326115,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon cancer,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326115,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326115/suppl/GSM6326115_CRC26616_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120039,colon cancer,AdeCa,26616,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635256,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120039
crc8396_atac-seq_,,,,,,,CRC8396 [ATAC-Seq],GSM6326116,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon cancer,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure., Assay was performed following ENCODE's most recent protocol (https://www.encodeproject.org/documents/ce0b7d60-8043-4fd8-9a2e-fd6df4127c76/@@download/attachment/ENCODE4_ATAC_TissueProcessing_v1.pdf)",Demultiplexed Fastqs were processed using the ENCODE pipeline with default parameters (https://github.com/ENCODE-DCC/atac-seq-pipeline).,GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM6326116,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326116/suppl/GSM6326116_CRC8396_R1.trim.srt.nodup.no_chrM_MT.tn5.fc.signal.bigwig,"GSE207950, GSE207954",0,SRX16120040,colon cancer,AdeCa,8396,hg38,".bigwig (p value, fold change) .bed (combined peak sites)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635257,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120040
a001c007_hi-c_,,,,,,,A001C007 [Hi-C],GSM6326543,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure. Pulverized tissues were treated with freeze substitution40 by submerging in 1ml -80 oC 0.01% formaldehyde (ThermoFisher 28906), 97% ethanol, and 2% water. Samples were incubated in dry ice for 3 hours on a rotor with spinning speed around 100 rpm, and then placed in a CoolCell Container (Corning), transferred  ...","Demultiplexed fastqs were processed using Distiller pipeline using default parameters (https://github.com/open2c/distiller-nf), Deduplicated pairs.gz files were processed using Juicer pre to generate .hic with default parameters, before or after merging using pairtools (https://github.com/aidenlab/juicer, https://github.com/open2c/pairtools), Stripes were called using MACS2 by identifying regions with significantly overrepresented distal interaction reads, Loops were called using combined .hic f ...",GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM6326543,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326543/suppl/GSM6326543_A001C007.hg38.nodups.pairs.hic,"GSE207951, GSE207954",0,SRX16120043,colon,AdeCa,A001,hg38,".hic (contact matrix), .bedpe (loop list), .bed (stripe list)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635258,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120043
a001c008_hi-c_,,,,,,,A001C008 [Hi-C],GSM6326544,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure. Pulverized tissues were treated with freeze substitution40 by submerging in 1ml -80 oC 0.01% formaldehyde (ThermoFisher 28906), 97% ethanol, and 2% water. Samples were incubated in dry ice for 3 hours on a rotor with spinning speed around 100 rpm, and then placed in a CoolCell Container (Corning), transferred  ...","Demultiplexed fastqs were processed using Distiller pipeline using default parameters (https://github.com/open2c/distiller-nf), Deduplicated pairs.gz files were processed using Juicer pre to generate .hic with default parameters, before or after merging using pairtools (https://github.com/aidenlab/juicer, https://github.com/open2c/pairtools), Stripes were called using MACS2 by identifying regions with significantly overrepresented distal interaction reads, Loops were called using combined .hic f ...",GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM6326544,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326544/suppl/GSM6326544_A001C008.hg38.nodups.pairs.hic,"GSE207951, GSE207954",0,SRX16120044,colon,Polyp,A001,hg38,".hic (contact matrix), .bedpe (loop list), .bed (stripe list)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635259,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120044
a001c011_hi-c_,,,,,,,A001C011 [Hi-C],GSM6326545,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure. Pulverized tissues were treated with freeze substitution40 by submerging in 1ml -80 oC 0.01% formaldehyde (ThermoFisher 28906), 97% ethanol, and 2% water. Samples were incubated in dry ice for 3 hours on a rotor with spinning speed around 100 rpm, and then placed in a CoolCell Container (Corning), transferred  ...","Demultiplexed fastqs were processed using Distiller pipeline using default parameters (https://github.com/open2c/distiller-nf), Deduplicated pairs.gz files were processed using Juicer pre to generate .hic with default parameters, before or after merging using pairtools (https://github.com/aidenlab/juicer, https://github.com/open2c/pairtools), Stripes were called using MACS2 by identifying regions with significantly overrepresented distal interaction reads, Loops were called using combined .hic f ...",GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM6326545,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326545/suppl/GSM6326545_A001C011.hg38.nodups.pairs.hic,"GSE207951, GSE207954",0,SRX16120045,colon,Polyp,A001,hg38,".hic (contact matrix), .bedpe (loop list), .bed (stripe list)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635260,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120045
a001c013_hi-c_,,,,,,,A001C013 [Hi-C],GSM6326547,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure. Pulverized tissues were treated with freeze substitution40 by submerging in 1ml -80 oC 0.01% formaldehyde (ThermoFisher 28906), 97% ethanol, and 2% water. Samples were incubated in dry ice for 3 hours on a rotor with spinning speed around 100 rpm, and then placed in a CoolCell Container (Corning), transferred  ...","Demultiplexed fastqs were processed using Distiller pipeline using default parameters (https://github.com/open2c/distiller-nf), Deduplicated pairs.gz files were processed using Juicer pre to generate .hic with default parameters, before or after merging using pairtools (https://github.com/aidenlab/juicer, https://github.com/open2c/pairtools), Stripes were called using MACS2 by identifying regions with significantly overrepresented distal interaction reads, Loops were called using combined .hic f ...",GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM6326547,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326547/suppl/GSM6326547_A001C013.hg38.nodups.pairs.hic,"GSE207951, GSE207954",0,SRX16120046,colon,Polyp,A001,hg38,".hic (contact matrix), .bedpe (loop list), .bed (stripe list)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635261,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120046
a001c019_hi-c_,,,,,,,A001C019 [Hi-C],GSM6326548,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure. Pulverized tissues were treated with freeze substitution40 by submerging in 1ml -80 oC 0.01% formaldehyde (ThermoFisher 28906), 97% ethanol, and 2% water. Samples were incubated in dry ice for 3 hours on a rotor with spinning speed around 100 rpm, and then placed in a CoolCell Container (Corning), transferred  ...","Demultiplexed fastqs were processed using Distiller pipeline using default parameters (https://github.com/open2c/distiller-nf), Deduplicated pairs.gz files were processed using Juicer pre to generate .hic with default parameters, before or after merging using pairtools (https://github.com/aidenlab/juicer, https://github.com/open2c/pairtools), Stripes were called using MACS2 by identifying regions with significantly overrepresented distal interaction reads, Loops were called using combined .hic f ...",GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM6326548,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326548/suppl/GSM6326548_A001C019.hg38.nodups.pairs.hic,"GSE207951, GSE207954",0,SRX16120047,colon,Polyp,A001,hg38,".hic (contact matrix), .bedpe (loop list), .bed (stripe list)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635262,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120047
a001c023_hi-c_,,,,,,,A001C023 [Hi-C],GSM6326549,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure. Pulverized tissues were treated with freeze substitution40 by submerging in 1ml -80 oC 0.01% formaldehyde (ThermoFisher 28906), 97% ethanol, and 2% water. Samples were incubated in dry ice for 3 hours on a rotor with spinning speed around 100 rpm, and then placed in a CoolCell Container (Corning), transferred  ...","Demultiplexed fastqs were processed using Distiller pipeline using default parameters (https://github.com/open2c/distiller-nf), Deduplicated pairs.gz files were processed using Juicer pre to generate .hic with default parameters, before or after merging using pairtools (https://github.com/aidenlab/juicer, https://github.com/open2c/pairtools), Stripes were called using MACS2 by identifying regions with significantly overrepresented distal interaction reads, Loops were called using combined .hic f ...",GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM6326549,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326549/suppl/GSM6326549_A001C023.hg38.nodups.pairs.hic,"GSE207951, GSE207954",0,SRX16120048,colon,Mucosa,A001,hg38,".hic (contact matrix), .bedpe (loop list), .bed (stripe list)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635263,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120048
a001c024_hi-c_,,,,,,,A001C024 [Hi-C],GSM6326551,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure. Pulverized tissues were treated with freeze substitution40 by submerging in 1ml -80 oC 0.01% formaldehyde (ThermoFisher 28906), 97% ethanol, and 2% water. Samples were incubated in dry ice for 3 hours on a rotor with spinning speed around 100 rpm, and then placed in a CoolCell Container (Corning), transferred  ...","Demultiplexed fastqs were processed using Distiller pipeline using default parameters (https://github.com/open2c/distiller-nf), Deduplicated pairs.gz files were processed using Juicer pre to generate .hic with default parameters, before or after merging using pairtools (https://github.com/aidenlab/juicer, https://github.com/open2c/pairtools), Stripes were called using MACS2 by identifying regions with significantly overrepresented distal interaction reads, Loops were called using combined .hic f ...",GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM6326551,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326551/suppl/GSM6326551_A001C024.hg38.nodups.pairs.hic,"GSE207951, GSE207954",0,SRX16120049,colon,Mucosa,A001,hg38,".hic (contact matrix), .bedpe (loop list), .bed (stripe list)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635264,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120049
a002c001_hi-c_,,,,,,,A002C001 [Hi-C],GSM6326552,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure. Pulverized tissues were treated with freeze substitution40 by submerging in 1ml -80 oC 0.01% formaldehyde (ThermoFisher 28906), 97% ethanol, and 2% water. Samples were incubated in dry ice for 3 hours on a rotor with spinning speed around 100 rpm, and then placed in a CoolCell Container (Corning), transferred  ...","Demultiplexed fastqs were processed using Distiller pipeline using default parameters (https://github.com/open2c/distiller-nf), Deduplicated pairs.gz files were processed using Juicer pre to generate .hic with default parameters, before or after merging using pairtools (https://github.com/aidenlab/juicer, https://github.com/open2c/pairtools), Stripes were called using MACS2 by identifying regions with significantly overrepresented distal interaction reads, Loops were called using combined .hic f ...",GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM6326552,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326552/suppl/GSM6326552_A002C001.hg38.nodups.pairs.hic,"GSE207951, GSE207954",0,SRX16120050,colon,Polyp,A002,hg38,".hic (contact matrix), .bedpe (loop list), .bed (stripe list)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635265,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120050
a002c002_hi-c_,,,,,,,A002C002 [Hi-C],GSM6326554,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure. Pulverized tissues were treated with freeze substitution40 by submerging in 1ml -80 oC 0.01% formaldehyde (ThermoFisher 28906), 97% ethanol, and 2% water. Samples were incubated in dry ice for 3 hours on a rotor with spinning speed around 100 rpm, and then placed in a CoolCell Container (Corning), transferred  ...","Demultiplexed fastqs were processed using Distiller pipeline using default parameters (https://github.com/open2c/distiller-nf), Deduplicated pairs.gz files were processed using Juicer pre to generate .hic with default parameters, before or after merging using pairtools (https://github.com/aidenlab/juicer, https://github.com/open2c/pairtools), Stripes were called using MACS2 by identifying regions with significantly overrepresented distal interaction reads, Loops were called using combined .hic f ...",GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM6326554,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326554/suppl/GSM6326554_A002C002.hg38.nodups.pairs.hic,"GSE207951, GSE207954",0,SRX16120051,colon,Polyp,A002,hg38,".hic (contact matrix), .bedpe (loop list), .bed (stripe list)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635266,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120051
a002c006_hi-c_,,,,,,,A002C006 [Hi-C],GSM6326555,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure. Pulverized tissues were treated with freeze substitution40 by submerging in 1ml -80 oC 0.01% formaldehyde (ThermoFisher 28906), 97% ethanol, and 2% water. Samples were incubated in dry ice for 3 hours on a rotor with spinning speed around 100 rpm, and then placed in a CoolCell Container (Corning), transferred  ...","Demultiplexed fastqs were processed using Distiller pipeline using default parameters (https://github.com/open2c/distiller-nf), Deduplicated pairs.gz files were processed using Juicer pre to generate .hic with default parameters, before or after merging using pairtools (https://github.com/aidenlab/juicer, https://github.com/open2c/pairtools), Stripes were called using MACS2 by identifying regions with significantly overrepresented distal interaction reads, Loops were called using combined .hic f ...",GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM6326555,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326555/suppl/GSM6326555_A002C006.hg38.nodups.pairs.hic,"GSE207951, GSE207954",0,SRX16120052,colon,Polyp,A002,hg38,".hic (contact matrix), .bedpe (loop list), .bed (stripe list)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635236,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120052
a002c010_hi-c_,,,,,,,A002C010 [Hi-C],GSM6326556,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure. Pulverized tissues were treated with freeze substitution40 by submerging in 1ml -80 oC 0.01% formaldehyde (ThermoFisher 28906), 97% ethanol, and 2% water. Samples were incubated in dry ice for 3 hours on a rotor with spinning speed around 100 rpm, and then placed in a CoolCell Container (Corning), transferred  ...","Demultiplexed fastqs were processed using Distiller pipeline using default parameters (https://github.com/open2c/distiller-nf), Deduplicated pairs.gz files were processed using Juicer pre to generate .hic with default parameters, before or after merging using pairtools (https://github.com/aidenlab/juicer, https://github.com/open2c/pairtools), Stripes were called using MACS2 by identifying regions with significantly overrepresented distal interaction reads, Loops were called using combined .hic f ...",GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM6326556,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326556/suppl/GSM6326556_A002C010.hg38.nodups.pairs.hic,"GSE207951, GSE207954",0,SRX16120053,colon,Polyp,A002,hg38,".hic (contact matrix), .bedpe (loop list), .bed (stripe list)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635213,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120053
a002c012_hi-c_,,,,,,,A002C012 [Hi-C],GSM6326558,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure. Pulverized tissues were treated with freeze substitution40 by submerging in 1ml -80 oC 0.01% formaldehyde (ThermoFisher 28906), 97% ethanol, and 2% water. Samples were incubated in dry ice for 3 hours on a rotor with spinning speed around 100 rpm, and then placed in a CoolCell Container (Corning), transferred  ...","Demultiplexed fastqs were processed using Distiller pipeline using default parameters (https://github.com/open2c/distiller-nf), Deduplicated pairs.gz files were processed using Juicer pre to generate .hic with default parameters, before or after merging using pairtools (https://github.com/aidenlab/juicer, https://github.com/open2c/pairtools), Stripes were called using MACS2 by identifying regions with significantly overrepresented distal interaction reads, Loops were called using combined .hic f ...",GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM6326558,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326558/suppl/GSM6326558_A002C012.hg38.nodups.pairs.hic,"GSE207951, GSE207954",0,SRX16120054,colon,Polyp,A002,hg38,".hic (contact matrix), .bedpe (loop list), .bed (stripe list)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635214,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120054
a002c013_hi-c_,,,,,,,A002C013 [Hi-C],GSM6326559,Public on Aug 27 2022,Jul 11 2022,Nov 29 2022,SRA,1,colon,Homo sapiens,9606,genomic DNA,"5-10 mg of snap-frozen tissue was loaded in tissueTUBE-TT05 (Covaris 520071) and cryopulverized using the Covaris CP02 cryoPREP Automated Dry Pulverizer following manufacturer's procedure. Pulverized tissues were treated with freeze substitution40 by submerging in 1ml -80 oC 0.01% formaldehyde (ThermoFisher 28906), 97% ethanol, and 2% water. Samples were incubated in dry ice for 3 hours on a rotor with spinning speed around 100 rpm, and then placed in a CoolCell Container (Corning), transferred  ...","Demultiplexed fastqs were processed using Distiller pipeline using default parameters (https://github.com/open2c/distiller-nf), Deduplicated pairs.gz files were processed using Juicer pre to generate .hic with default parameters, before or after merging using pairtools (https://github.com/aidenlab/juicer, https://github.com/open2c/pairtools), Stripes were called using MACS2 by identifying regions with significantly overrepresented distal interaction reads, Loops were called using combined .hic f ...",GPL24676,"Yizhou,,Zhu",yzhu0@stanford.edu,Michael Snyder,Genetics,Stanford University,"3165 Porter Dr, Rm 2260",Palo ALto,CA,94304,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM6326559,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6326nnn/GSM6326559/suppl/GSM6326559_A002C013.hg38.nodups.pairs.hic,"GSE207951, GSE207954",0,SRX16120055,colon,Polyp,A002,hg38,".hic (contact matrix), .bedpe (loop list), .bed (stripe list)",https://www.ncbi.nlm.nih.gov/biosample/SAMN29635215,https://www.ncbi.nlm.nih.gov/sra?term=SRX16120055
