sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_laboratory,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,isoloation_markers,cell_type,strain,developmental_stage,tissue,genotype,assembly,supplementary_files_format_and_content,biosample,sra
wt_lps_pmn_h3k27ac_in,,,,,,,WT_LPS_PMN_H3K27ac_IN,GSM7475827,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,genomic DNA,"Cells were sorted from the bone marrow and stimulated with 100 ng/mL of LPS. ChIP reactions were performed using 50,000 FACS-sorted cells per IP. IP and IN DNA were purified with MinElute PCR Purification Kit., Libraries were constructed using Rubicom ThruPLEX DNA-Seq Kit. Libraries were size-selected at 100-700 bp by AMPure XP beads. Libraries were quantified with KAPA qPCR and bioanalyzer prior to single-end sequencing.","Sequencing reads were demultiplexed using Bcl2Fastq v2.20 then trimmed and filtered for quality using Trim Galore (Martin 2011) with the following settings: fastqc, and trim1. Reads were then aligned to the mouse genome (mm10) using bowtie 2.3.5.1. Only uniquely mapped reads with fewer than 2 mismatches were used for downstream analyses. Samtools v.1.1 was used to convert SAM files to BAM files, and Sambamba v0.6.6 was used to filter out duplicates, multi-mappers, reads mapped to ChrM or blackli ...",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,GSM7475827,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475827/suppl/GSM7475827_WT_LPS.IN.RPGC.bw,,"GSE221424, GSE221427",0,SRX20672317,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Control (Runx1f/f),mm10,BigWig files provided are normalized tracks of merged replicatesBed files provided are the output of merged Control and Runx1ΔGMP MACS2 peak calling:  Control or Runx1ΔGMP specific differential peaks were called if the RPKM fold change of between Control and Runx1ΔGMP peaks was greater than 2,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725983,https://www.ncbi.nlm.nih.gov/sra?term=SRX20672317
wt_lps_pmn_h3k27ac_ip1,,,,,,,WT_LPS_PMN_H3K27ac_IP1,GSM7475828,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,genomic DNA,"Cells were sorted from the bone marrow and stimulated with 100 ng/mL of LPS. ChIP reactions were performed using 50,000 FACS-sorted cells per IP. IP and IN DNA were purified with MinElute PCR Purification Kit., Libraries were constructed using Rubicom ThruPLEX DNA-Seq Kit. Libraries were size-selected at 100-700 bp by AMPure XP beads. Libraries were quantified with KAPA qPCR and bioanalyzer prior to single-end sequencing.","Sequencing reads were demultiplexed using Bcl2Fastq v2.20 then trimmed and filtered for quality using Trim Galore (Martin 2011) with the following settings: fastqc, and trim1. Reads were then aligned to the mouse genome (mm10) using bowtie 2.3.5.1. Only uniquely mapped reads with fewer than 2 mismatches were used for downstream analyses. Samtools v.1.1 was used to convert SAM files to BAM files, and Sambamba v0.6.6 was used to filter out duplicates, multi-mappers, reads mapped to ChrM or blackli ...",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,GSM7475828,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475828/suppl/GSM7475828_H3K27ac_LPS_WT_specific_peaks_rpkmFC2.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475828/suppl/GSM7475828_WT_LPS.IP.RPGC.bw,"GSE221424, GSE221427",0,SRX20672319,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Control (Runx1f/f),mm10,BigWig files provided are normalized tracks of merged replicatesBed files provided are the output of merged Control and Runx1ΔGMP MACS2 peak calling:  Control or Runx1ΔGMP specific differential peaks were called if the RPKM fold change of between Control and Runx1ΔGMP peaks was greater than 2,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725982,https://www.ncbi.nlm.nih.gov/sra?term=SRX20672319
wt_lps_pmn_h3k27ac_ip2,,,,,,,WT_LPS_PMN_H3K27ac_IP2,GSM7475829,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,genomic DNA,"Cells were sorted from the bone marrow and stimulated with 100 ng/mL of LPS. ChIP reactions were performed using 50,000 FACS-sorted cells per IP. IP and IN DNA were purified with MinElute PCR Purification Kit., Libraries were constructed using Rubicom ThruPLEX DNA-Seq Kit. Libraries were size-selected at 100-700 bp by AMPure XP beads. Libraries were quantified with KAPA qPCR and bioanalyzer prior to single-end sequencing.","Sequencing reads were demultiplexed using Bcl2Fastq v2.20 then trimmed and filtered for quality using Trim Galore (Martin 2011) with the following settings: fastqc, and trim1. Reads were then aligned to the mouse genome (mm10) using bowtie 2.3.5.1. Only uniquely mapped reads with fewer than 2 mismatches were used for downstream analyses. Samtools v.1.1 was used to convert SAM files to BAM files, and Sambamba v0.6.6 was used to filter out duplicates, multi-mappers, reads mapped to ChrM or blackli ...",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,GSM7475829,NONE,,"GSE221424, GSE221427",0,SRX20672322,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Control (Runx1f/f),mm10,BigWig files provided are normalized tracks of merged replicatesBed files provided are the output of merged Control and Runx1ΔGMP MACS2 peak calling:  Control or Runx1ΔGMP specific differential peaks were called if the RPKM fold change of between Control and Runx1ΔGMP peaks was greater than 2,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725981,https://www.ncbi.nlm.nih.gov/sra?term=SRX20672322
ko_lps_pmn_h3k27ac_in,,,,,,,KO_LPS_PMN_H3K27ac_IN,GSM7475830,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,genomic DNA,"Cells were sorted from the bone marrow and stimulated with 100 ng/mL of LPS. ChIP reactions were performed using 50,000 FACS-sorted cells per IP. IP and IN DNA were purified with MinElute PCR Purification Kit., Libraries were constructed using Rubicom ThruPLEX DNA-Seq Kit. Libraries were size-selected at 100-700 bp by AMPure XP beads. Libraries were quantified with KAPA qPCR and bioanalyzer prior to single-end sequencing.","Sequencing reads were demultiplexed using Bcl2Fastq v2.20 then trimmed and filtered for quality using Trim Galore (Martin 2011) with the following settings: fastqc, and trim1. Reads were then aligned to the mouse genome (mm10) using bowtie 2.3.5.1. Only uniquely mapped reads with fewer than 2 mismatches were used for downstream analyses. Samtools v.1.1 was used to convert SAM files to BAM files, and Sambamba v0.6.6 was used to filter out duplicates, multi-mappers, reads mapped to ChrM or blackli ...",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,GSM7475830,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475830/suppl/GSM7475830_KO_LPS.IN.RPGC.bw,,"GSE221424, GSE221427",0,SRX20672321,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Runx1f/f; Cebpa-Cre + (Runx1{delta}GMP),mm10,BigWig files provided are normalized tracks of merged replicatesBed files provided are the output of merged Control and Runx1ΔGMP MACS2 peak calling:  Control or Runx1ΔGMP specific differential peaks were called if the RPKM fold change of between Control and Runx1ΔGMP peaks was greater than 2,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725980,https://www.ncbi.nlm.nih.gov/sra?term=SRX20672321
ko_lps_pmn_h3k27ac_ip1,,,,,,,KO_LPS_PMN_H3K27ac_IP1,GSM7475831,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,genomic DNA,"Cells were sorted from the bone marrow and stimulated with 100 ng/mL of LPS. ChIP reactions were performed using 50,000 FACS-sorted cells per IP. IP and IN DNA were purified with MinElute PCR Purification Kit., Libraries were constructed using Rubicom ThruPLEX DNA-Seq Kit. Libraries were size-selected at 100-700 bp by AMPure XP beads. Libraries were quantified with KAPA qPCR and bioanalyzer prior to single-end sequencing.","Sequencing reads were demultiplexed using Bcl2Fastq v2.20 then trimmed and filtered for quality using Trim Galore (Martin 2011) with the following settings: fastqc, and trim1. Reads were then aligned to the mouse genome (mm10) using bowtie 2.3.5.1. Only uniquely mapped reads with fewer than 2 mismatches were used for downstream analyses. Samtools v.1.1 was used to convert SAM files to BAM files, and Sambamba v0.6.6 was used to filter out duplicates, multi-mappers, reads mapped to ChrM or blackli ...",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,GSM7475831,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475831/suppl/GSM7475831_H3K27ac_LPS_KO_specific_peaks_rpkmFC2.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475831/suppl/GSM7475831_KO_LPS.IP.RPGC.bw,"GSE221424, GSE221427",0,SRX20672320,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Runx1f/f; Cebpa-Cre + (Runx1{delta}GMP),mm10,BigWig files provided are normalized tracks of merged replicatesBed files provided are the output of merged Control and Runx1ΔGMP MACS2 peak calling:  Control or Runx1ΔGMP specific differential peaks were called if the RPKM fold change of between Control and Runx1ΔGMP peaks was greater than 2,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725979,https://www.ncbi.nlm.nih.gov/sra?term=SRX20672320
ko_lps_pmn_h3k27ac_ip2,,,,,,,KO_LPS_PMN_H3K27ac_IP2,GSM7475832,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,genomic DNA,"Cells were sorted from the bone marrow and stimulated with 100 ng/mL of LPS. ChIP reactions were performed using 50,000 FACS-sorted cells per IP. IP and IN DNA were purified with MinElute PCR Purification Kit., Libraries were constructed using Rubicom ThruPLEX DNA-Seq Kit. Libraries were size-selected at 100-700 bp by AMPure XP beads. Libraries were quantified with KAPA qPCR and bioanalyzer prior to single-end sequencing.","Sequencing reads were demultiplexed using Bcl2Fastq v2.20 then trimmed and filtered for quality using Trim Galore (Martin 2011) with the following settings: fastqc, and trim1. Reads were then aligned to the mouse genome (mm10) using bowtie 2.3.5.1. Only uniquely mapped reads with fewer than 2 mismatches were used for downstream analyses. Samtools v.1.1 was used to convert SAM files to BAM files, and Sambamba v0.6.6 was used to filter out duplicates, multi-mappers, reads mapped to ChrM or blackli ...",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,GSM7475832,NONE,,"GSE221424, GSE221427",0,SRX20672318,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Runx1f/f; Cebpa-Cre + (Runx1{delta}GMP),mm10,BigWig files provided are normalized tracks of merged replicatesBed files provided are the output of merged Control and Runx1ΔGMP MACS2 peak calling:  Control or Runx1ΔGMP specific differential peaks were called if the RPKM fold change of between Control and Runx1ΔGMP peaks was greater than 2,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725978,https://www.ncbi.nlm.nih.gov/sra?term=SRX20672318
runx1_cut_ip_a,,,,,,,RUNX1_CUT_IP_A,GSM7475839,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM GMPs,Mus musculus,10090,genomic DNA,"Cells were sorted from the bone marrow. CUT&RUN reactions were performed using 200,000 FACS-sorted cells., Libraries were constructed using NEBNext Ultra II DNA Kit. Libraries were size-selected at 150-350 bp  by AMPure XP beads. Libraries were quantified with KAPA, qPCR, and bioanalyzer prior to paired-end sequencing.","Sequencing reads were demultiplexed using Bcl2Fastq v2.20 then trimmed and filtered for quality using Trim Galore with the following settings: fastqc, paired, and trim1. Reads were then aligned to the mouse genome (mm10) or the E. coli K12 genome using bowtie 2.3.5.1. Only uniquely mapped reads with fewer than 2 mismatches and MAPQ equal or greater than 30 were used for downstream analyses. Samtools v.1.1 was used to convert SAM files to BAM files, and Sambamba v0.6.6 was used to filter out dupl ...",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,genomic,OTHER,GSM7475839,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475839/suppl/GSM7475839_RUNX1_IP.RPGC.bw,,"GSE221427, GSE234846",0,SRX20670759,Lin- cKIT+Sca1-CD16/32+CD150-,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Control (Runx1f/f),mm10,BigWig files provided are normalized tracks of merged replicates,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725345,https://www.ncbi.nlm.nih.gov/sra?term=SRX20670759
runx1_cut_ip_b,,,,,,,RUNX1_CUT_IP_B,GSM7475840,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM GMPs,Mus musculus,10090,genomic DNA,"Cells were sorted from the bone marrow. CUT&RUN reactions were performed using 200,000 FACS-sorted cells., Libraries were constructed using NEBNext Ultra II DNA Kit. Libraries were size-selected at 150-350 bp  by AMPure XP beads. Libraries were quantified with KAPA, qPCR, and bioanalyzer prior to paired-end sequencing.","Sequencing reads were demultiplexed using Bcl2Fastq v2.20 then trimmed and filtered for quality using Trim Galore with the following settings: fastqc, paired, and trim1. Reads were then aligned to the mouse genome (mm10) or the E. coli K12 genome using bowtie 2.3.5.1. Only uniquely mapped reads with fewer than 2 mismatches and MAPQ equal or greater than 30 were used for downstream analyses. Samtools v.1.1 was used to convert SAM files to BAM files, and Sambamba v0.6.6 was used to filter out dupl ...",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,genomic,OTHER,GSM7475840,NONE,,"GSE221427, GSE234846",0,SRX20670760,Lin- cKIT+Sca1-CD16/32+CD150-,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Control (Runx1f/f),mm10,BigWig files provided are normalized tracks of merged replicates,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725344,https://www.ncbi.nlm.nih.gov/sra?term=SRX20670760
runx1_cut_igg,,,,,,,RUNX1_CUT_IgG,GSM7475841,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM GMPs,Mus musculus,10090,genomic DNA,"Cells were sorted from the bone marrow. CUT&RUN reactions were performed using 200,000 FACS-sorted cells., Libraries were constructed using NEBNext Ultra II DNA Kit. Libraries were size-selected at 150-350 bp  by AMPure XP beads. Libraries were quantified with KAPA, qPCR, and bioanalyzer prior to paired-end sequencing.","Sequencing reads were demultiplexed using Bcl2Fastq v2.20 then trimmed and filtered for quality using Trim Galore with the following settings: fastqc, paired, and trim1. Reads were then aligned to the mouse genome (mm10) or the E. coli K12 genome using bowtie 2.3.5.1. Only uniquely mapped reads with fewer than 2 mismatches and MAPQ equal or greater than 30 were used for downstream analyses. Samtools v.1.1 was used to convert SAM files to BAM files, and Sambamba v0.6.6 was used to filter out dupl ...",GPL17021,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina HiSeq 2500,other,genomic,OTHER,GSM7475841,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475841/suppl/GSM7475841_RUNX1_IgG.RPGC.bw,,"GSE221427, GSE234846",0,SRX20670761,Lin- cKIT+Sca1-CD16/32+CD150-,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Control (Runx1f/f),mm10,BigWig files provided are normalized tracks of merged replicates,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725343,https://www.ncbi.nlm.nih.gov/sra?term=SRX20670761
gmp_ko_a_hic,,,,,,,GMP_KO_A_HIC,GSM7475842,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM GMPs,Mus musculus,10090,genomic DNA,"200,000 cells were sorted from BM and Hi-C experiments were performed according to the Arima-Hi-C protocol (A510008)., NEBNext Ultra II DNA library Prep kit was used for sequencing library preparation. Briefly, proximally-ligated DNA was fragmented, and an adaptor was added followed by limited-cycle PCR to enrich and add an index to the fragments. The final library was assessed with Qubit 2.0 Fluorometer and Agilent TapeStation. Libraries were sequenced on the NovaSeq 6000.","Hi-C data was first demultiplexed by Bcl2Fastq v2.20 and then processed using software HiCPro v3.1.0. The ligation sites were obtained by running HiCPro utils script digest_genome.py with option ‘-r ^GATC,G^ANTC’. The reads were aligned to mm10 mouse genome. HiCPro was executed in a sequential mode with modules -s mapping -s proc_hic -s quality_checks for each sample. Valid pairs from different biological replicates were then put into the same folder followed up by running -s merge_persample. Th ...",GPL24247,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM7475842,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475842/suppl/GSM7475842_GMP_KO_50000_iced.matrix.gz,,"GSE221427, GSE234847",0,SRX20671943,Lin- cKIT+Sca1-CD16/32+CD150-,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Runx1f/f; Cebpa-Cre +,mm10,The iced.matrix files provided are outputs of the ice_norm module of HiCPro and are normalized contacts between any pair of genomic binsThe bed file provided genomic coordinates of each bin of the genome for the iced.matrix files,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725412,https://www.ncbi.nlm.nih.gov/sra?term=SRX20671943
gmp_ko_b_hic,,,,,,,GMP_KO_B_HIC,GSM7475843,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM GMPs,Mus musculus,10090,genomic DNA,"200,000 cells were sorted from BM and Hi-C experiments were performed according to the Arima-Hi-C protocol (A510008)., NEBNext Ultra II DNA library Prep kit was used for sequencing library preparation. Briefly, proximally-ligated DNA was fragmented, and an adaptor was added followed by limited-cycle PCR to enrich and add an index to the fragments. The final library was assessed with Qubit 2.0 Fluorometer and Agilent TapeStation. Libraries were sequenced on the NovaSeq 6000.","Hi-C data was first demultiplexed by Bcl2Fastq v2.20 and then processed using software HiCPro v3.1.0. The ligation sites were obtained by running HiCPro utils script digest_genome.py with option ‘-r ^GATC,G^ANTC’. The reads were aligned to mm10 mouse genome. HiCPro was executed in a sequential mode with modules -s mapping -s proc_hic -s quality_checks for each sample. Valid pairs from different biological replicates were then put into the same folder followed up by running -s merge_persample. Th ...",GPL24247,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM7475843,NONE,,"GSE221427, GSE234847",0,SRX20671944,Lin- cKIT+Sca1-CD16/32+CD150-,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Runx1f/f; Cebpa-Cre +,mm10,The iced.matrix files provided are outputs of the ice_norm module of HiCPro and are normalized contacts between any pair of genomic binsThe bed file provided genomic coordinates of each bin of the genome for the iced.matrix files,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725411,https://www.ncbi.nlm.nih.gov/sra?term=SRX20671944
gmp_wt_a_hic,,,,,,,GMP_WT_A_HIC,GSM7475844,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM GMPs,Mus musculus,10090,genomic DNA,"200,000 cells were sorted from BM and Hi-C experiments were performed according to the Arima-Hi-C protocol (A510008)., NEBNext Ultra II DNA library Prep kit was used for sequencing library preparation. Briefly, proximally-ligated DNA was fragmented, and an adaptor was added followed by limited-cycle PCR to enrich and add an index to the fragments. The final library was assessed with Qubit 2.0 Fluorometer and Agilent TapeStation. Libraries were sequenced on the NovaSeq 6000.","Hi-C data was first demultiplexed by Bcl2Fastq v2.20 and then processed using software HiCPro v3.1.0. The ligation sites were obtained by running HiCPro utils script digest_genome.py with option ‘-r ^GATC,G^ANTC’. The reads were aligned to mm10 mouse genome. HiCPro was executed in a sequential mode with modules -s mapping -s proc_hic -s quality_checks for each sample. Valid pairs from different biological replicates were then put into the same folder followed up by running -s merge_persample. Th ...",GPL24247,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM7475844,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475844/suppl/GSM7475844_GMP_WT_50000_iced.matrix.gz,,"GSE221427, GSE234847",0,SRX20671945,Lin- cKIT+Sca1-CD16/32+CD150-,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Control (Runx1f/f),mm10,The iced.matrix files provided are outputs of the ice_norm module of HiCPro and are normalized contacts between any pair of genomic binsThe bed file provided genomic coordinates of each bin of the genome for the iced.matrix files,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725410,https://www.ncbi.nlm.nih.gov/sra?term=SRX20671945
gmp_wt_b_hic,,,,,,,GMP_WT_B_HIC,GSM7475845,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM GMPs,Mus musculus,10090,genomic DNA,"200,000 cells were sorted from BM and Hi-C experiments were performed according to the Arima-Hi-C protocol (A510008)., NEBNext Ultra II DNA library Prep kit was used for sequencing library preparation. Briefly, proximally-ligated DNA was fragmented, and an adaptor was added followed by limited-cycle PCR to enrich and add an index to the fragments. The final library was assessed with Qubit 2.0 Fluorometer and Agilent TapeStation. Libraries were sequenced on the NovaSeq 6000.","Hi-C data was first demultiplexed by Bcl2Fastq v2.20 and then processed using software HiCPro v3.1.0. The ligation sites were obtained by running HiCPro utils script digest_genome.py with option ‘-r ^GATC,G^ANTC’. The reads were aligned to mm10 mouse genome. HiCPro was executed in a sequential mode with modules -s mapping -s proc_hic -s quality_checks for each sample. Valid pairs from different biological replicates were then put into the same folder followed up by running -s merge_persample. Th ...",GPL24247,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM7475845,NONE,,"GSE221427, GSE234847",0,SRX20671946,Lin- cKIT+Sca1-CD16/32+CD150-,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Control (Runx1f/f),mm10,The iced.matrix files provided are outputs of the ice_norm module of HiCPro and are normalized contacts between any pair of genomic binsThe bed file provided genomic coordinates of each bin of the genome for the iced.matrix files,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725409,https://www.ncbi.nlm.nih.gov/sra?term=SRX20671946
pmn_ko_a_hic,,,,,,,PMN_KO_A_HIC,GSM7475846,Public on Jul 12 2023,Jun 13 2023,Jul 12 2023,SRA,1,BM Neutrophils,Mus musculus,10090,genomic DNA,"3 million cells were sorted from BM and Hi-C experiments were performed according to the Arima-Hi-C protocol (A510008)., NEBNext Ultra II DNA library Prep kit was used for sequencing library preparation. Briefly, proximally-ligated DNA was fragmented, and an adaptor was added followed by limited-cycle PCR to enrich and add an index to the fragments. The final library was assessed with Qubit 2.0 Fluorometer and Agilent TapeStation. Libraries were sequenced on the NovaSeq 6000.","Hi-C data was first demultiplexed by Bcl2Fastq v2.20 and then processed using software HiCPro v3.1.0. The ligation sites were obtained by running HiCPro utils script digest_genome.py with option ‘-r ^GATC,G^ANTC’. The reads were aligned to mm10 mouse genome. HiCPro was executed in a sequential mode with modules -s mapping -s proc_hic -s quality_checks for each sample. Valid pairs from different biological replicates were then put into the same folder followed up by running -s merge_persample. Th ...",GPL24247,"Alexandra,,Zezulin",Alexandra.zezulin@pennmedicine.upenn.edu,Speck Lab,University of Pennsylvania,421 Curie Blvd 544 BRB II/III,Philadelphia,19104,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,GSM7475846,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475846/suppl/GSM7475846_PMN_KO_50000_iced.matrix.gz,,"GSE221427, GSE234847",0,SRX20671947,CD11b+SiglecF-F4/80-Ly6G+,,C57BL/6J,Adult (4-6 weeks old),Bone Marrow,Runx1f/f; Cebpa-Cre +,mm10,The iced.matrix files provided are outputs of the ice_norm module of HiCPro and are normalized contacts between any pair of genomic binsThe bed file provided genomic coordinates of each bin of the genome for the iced.matrix files,https://www.ncbi.nlm.nih.gov/biosample/SAMN35725408,https://www.ncbi.nlm.nih.gov/sra?term=SRX20671947
